catalogNumber,large JPG,thumbnail,webview
LSU00132215,http://cyberfloralouisiana.com/images/LSUCollections/Bryophyte/LSU/00/132/LSU00132215_5_L.JPG,http://cyberfloralouisiana.com/images/LSUCollections/Bryophyte/LSU/00/132/LSU00132215_5_TN.JPG,http://cyberfloralouisiana.com/images/LSUCollections/Bryophyte/LSU/00/132/LSU00132215_5_WR.JPG
