CSVDate,Barcodes,Files,Vascular,Algae,Bryophyte,Fungi,Lichen,Notes
9/3/2020,324,324,324,0,0,0,0,These numbers are not right. GGM will change later.
2020-09-10,2,2,0,0,0,0,0
2020-09-11,7,9,9,0,0,0,0
2020-09-18,3,6,0,0,0,2,4
2020-09-29,14,14,14,0,0,0,0
2020-10-02,108,133,0,0,0,133,0
2020-10-06,129,129,129,0,0,0,0
2020-10-08,84,87,87,0,0,0,0
2020-10-26,23,33,3,0,0,1,29
